score_frame,audio_frame
320,547
320,548
320,549
320,550
320,551
321,552
322,553
323,554
324,555
325,556
326,557
327,558
328,559
329,560
330,561
331,562
332,563
333,564
334,565
335,566
336,567
337,568
338,569
339,570
340,571
341,572
342,573
343,574
344,575
345,576
346,577
347,578
348,579
349,580
350,581
351,582
352,583
353,584
354,585
355,586
356,587
357,588
358,589
359,590
360,591
361,592
362,593
363,594
364,595
365,596
366,597
367,598
368,599
369,600
370,601
371,602
372,603
373,604
374,605
375,606
376,607
377,608
378,609
379,610
380,611
380,612
380,613
380,614
380,615
380,616
380,617
380,618
380,619
380,620
381,621
382,622
383,623
384,624
385,625
386,626
387,627
388,628
389,629
390,630
391,631
392,632
393,633
394,634
395,635
396,636
397,637
398,638
399,639
400,640
401,641
402,642
403,643
404,644
405,645
406,646
407,647
408,648
409,649
410,650
411,651
412,652
413,653
414,654
415,655
416,656
417,657
418,658
419,659
420,660
420,661
420,662
420,663
420,664
420,665
420,666
420,667
420,668
420,669
420,670
420,671
420,672
420,673
420,674
420,675
420,676
420,677
420,678
420,679
420,680
420,681
420,682
421,683
422,684
423,685
424,686
425,687
426,688
427,689
428,690
429,691
430,692
431,693
432,694
433,695
434,696
435,697
436,698
437,699
438,700
439,701
440,702
441,703
442,704
443,705
444,706
445,707
446,708
447,709
448,710
449,711
450,712
451,713
452,714
453,715
454,716
455,717
456,718
457,719
458,720
459,721
460,722
461,723
462,724
463,725
464,726
465,727
466,728
467,729
468,730
469,731
470,732
471,733
472,734
473,735
474,736
475,737
476,738
477,739
478,740
479,741
480,742
480,743
480,744
480,745
480,746
480,747
480,748
480,749
480,750
480,751
480,752
480,753
480,754
480,755
480,756
480,757
480,758
480,759
480,760
480,761
480,762
480,763
480,764
480,765
480,766
480,767
480,768
480,769
480,770
480,771
480,772
480,773
480,774
480,775
480,776
480,777
480,778
480,779
480,780
480,781
481,782
482,783
483,784
484,785
485,786
486,787
487,788
488,789
489,790
490,791
491,792
492,793
493,794
494,795
495,796
496,797
497,798
498,799
499,800
500,801
501,802
502,803
503,804
504,805
505,806
506,807
507,808
508,809
509,810
510,811
511,812
512,813
513,814
514,815
515,816
516,817
517,818
518,819
519,820
520,821
521,822
522,823
523,824
524,825
525,826
526,827
527,828
528,829
529,830
530,831
531,832
532,833
533,834
534,835
535,836
536,837
537,838
538,839
539,840
540,841
541,842
542,843
543,844
544,845
545,846
546,847
547,848
548,849
549,850
550,851
551,852
552,853
553,854
554,855
555,856
556,857
557,858
558,859
559,860
560,861
561,862
562,863
563,864
564,865
565,866
566,867
567,868
568,869
569,870
570,871
571,872
572,873
573,874
574,875
575,876
576,877
577,878
578,879
579,880
580,881
580,882
580,883
580,884
580,885
580,886
580,887
580,888
580,889
580,890
580,891
580,892
580,893
580,894
580,895
580,896
580,897
580,898
580,899
580,900
580,901
580,902
580,903
580,904
580,905
580,906
580,907
580,908
580,909
580,910
580,911
580,912
580,913
580,914
580,915
580,916
580,917
580,918
580,919
580,920
580,921
580,922
580,923
580,924
580,925
580,926
580,927
580,928
580,929
580,930
580,931
580,932
580,933
580,934
580,935
580,936
580,937
580,938
580,939
580,940
580,941
580,942
580,943
581,944
582,945
583,946
584,947
585,948
586,949
587,950
588,951
589,952
590,953
591,954
592,955
593,956
594,957
595,958
596,959
597,960
598,961
599,962
600,963
601,964
602,965
603,966
604,967
605,968
606,969
607,970
608,971
609,972
610,973
611,974
612,975
613,976
614,977
615,978
616,979
617,980
618,981
619,982
620,983
620,984
620,985
620,986
620,987
620,988
620,989
620,990
620,991
620,992
620,993
620,994
620,995
620,996
620,997
620,998
620,999
620,1000
620,1001
620,1002
620,1003
620,1004
620,1005
620,1006
620,1007
620,1008
620,1009
620,1010
620,1011
620,1012
620,1013
620,1014
620,1015
620,1016
620,1017
620,1018
620,1019
620,1020
620,1021
620,1022
620,1023
620,1024
620,1025
620,1026
620,1027
620,1028
620,1029
620,1030
620,1031
621,1032
622,1033
623,1034
624,1035
625,1036
626,1037
627,1038
628,1039
629,1040
630,1041
631,1042
632,1043
633,1044
634,1045
635,1046
636,1047
637,1048
638,1049
639,1050
640,1051
640,1052
640,1053
640,1054
640,1055
640,1056
640,1057
640,1058
640,1059
640,1060
640,1061
640,1062
640,1063
640,1064
640,1065
640,1066
640,1067
640,1068
640,1069
640,1070
640,1071
640,1072
640,1073
640,1074
640,1075
641,1076
642,1077
643,1078
644,1079
645,1080
646,1081
647,1082
648,1083
649,1084
650,1085
651,1086
652,1087
653,1088
654,1089
655,1090
656,1091
657,1092
658,1093
659,1094
660,1095
661,1096
662,1097
663,1098
664,1099
665,1100
666,1101
667,1102
668,1103
669,1104
670,1105
671,1106
672,1107
673,1108
674,1109
675,1110
676,1111
677,1112
678,1113
679,1114
680,1115
681,1116
682,1117
683,1118
684,1119
685,1120
686,1121
687,1122
688,1123
689,1124
690,1125
691,1126
692,1127
693,1128
694,1129
695,1130
696,1131
697,1132
698,1133
699,1134
700,1135
701,1136
702,1137
703,1138
704,1139
705,1140
706,1141
707,1142
708,1143
709,1144
710,1145
711,1146
712,1147
713,1148
714,1149
715,1150
716,1151
717,1152
718,1153
719,1154
720,1155
720,1156
720,1157
720,1158
720,1159
720,1160
720,1161
720,1162
720,1163
720,1164
720,1165
720,1166
720,1167
720,1168
720,1169
720,1170
720,1171
720,1172
720,1173
720,1174
720,1175
720,1176
720,1177
720,1178
720,1179
720,1180
720,1181
720,1182
720,1183
721,1184
722,1185
723,1186
724,1187
725,1188
726,1189
727,1190
728,1191
729,1192
730,1193
731,1194
732,1195
733,1196
734,1197
735,1198
736,1199
737,1200
738,1201
739,1202
740,1203
741,1204
742,1205
743,1206
744,1207
745,1208
746,1209
747,1210
748,1211
749,1212
750,1213
751,1214
752,1215
753,1216
754,1217
755,1218
756,1219
757,1220
758,1221
759,1222
760,1223
761,1224
762,1225
763,1226
764,1227
765,1228
766,1229
767,1230
768,1231
769,1232
770,1233
771,1234
772,1235
773,1236
774,1237
775,1238
776,1239
777,1240
778,1241
779,1242
780,1243
780,1244
780,1245
780,1246
780,1247
780,1248
780,1249
780,1250
780,1251
780,1252
780,1253
780,1254
780,1255
780,1256
780,1257
780,1258
780,1259
781,1260
782,1261
783,1262
784,1263
785,1264
786,1265
787,1266
788,1267
789,1268
790,1269
791,1270
792,1271
793,1272
794,1273
795,1274
796,1275
797,1276
798,1277
799,1278
800,1279
801,1280
802,1281
803,1282
804,1283
805,1284
806,1285
807,1286
808,1287
809,1288
810,1289
811,1290
812,1291
813,1292
814,1293
815,1294
816,1295
817,1296
818,1297
819,1298
820,1299
821,1300
822,1301
823,1302
824,1303
825,1304
826,1305
827,1306
828,1307
829,1308
830,1309
831,1310
832,1311
833,1312
834,1313
835,1314
836,1315
837,1316
838,1317
839,1318
840,1319
840,1320
840,1321
840,1322
840,1323
840,1324
840,1325
840,1326
840,1327
840,1328
840,1329
840,1330
840,1331
840,1332
840,1333
840,1334
840,1335
840,1336
840,1337
840,1338
840,1339
840,1340
840,1341
840,1342
840,1343
840,1344
840,1345
840,1346
840,1347
840,1348
840,1349
840,1350
840,1351
840,1352
840,1353
840,1354
840,1355
840,1356
840,1357
840,1358
840,1359
840,1360
840,1361
840,1362
840,1363
840,1364
840,1365
840,1366
840,1367
840,1368
840,1369
840,1370
840,1371
840,1372
840,1373
840,1374
840,1375
840,1376
840,1377
840,1378
840,1379
840,1380
840,1381
840,1382
840,1383
840,1384
840,1385
840,1386
840,1387
840,1388
840,1389
840,1390
840,1391
840,1392
840,1393
840,1394
840,1395
840,1396
840,1397
840,1398
840,1399
840,1400
841,1401
842,1402
843,1403
844,1404
845,1405
846,1406
847,1407
848,1408
849,1409
850,1410
851,1411
852,1412
853,1413
854,1414
855,1415
856,1416
857,1417
858,1418
859,1419
860,1420
861,1421
862,1422
863,1423
864,1424
865,1425
866,1426
867,1427
868,1428
869,1429
870,1430
871,1431
872,1432
873,1433
874,1434
875,1435
876,1436
877,1437
878,1438
879,1439
880,1440
881,1441
882,1442
883,1443
884,1444
885,1445
886,1446
887,1447
888,1448
889,1449
890,1450
891,1451
892,1452
893,1453
894,1454
895,1455
896,1456
897,1457
898,1458
899,1459
900,1460
901,1461
902,1462
903,1463
904,1464
905,1465
906,1466
907,1467
908,1468
909,1469
910,1470
911,1471
912,1472
913,1473
914,1474
915,1475
916,1476
917,1477
918,1478
919,1479
920,1480
921,1481
922,1482
923,1483
924,1484
925,1485
926,1486
927,1487
928,1488
929,1489
930,1490
931,1491
932,1492
933,1493
934,1494
935,1495
936,1496
937,1497
938,1498
939,1499
940,1500
940,1501
940,1502
940,1503
940,1504
940,1505
940,1506
940,1507
940,1508
940,1509
940,1510
940,1511
940,1512
940,1513
940,1514
940,1515
940,1516
941,1517
942,1518
943,1519
944,1520
945,1521
946,1522
947,1523
948,1524
949,1525
950,1526
951,1527
952,1528
953,1529
954,1530
955,1531
956,1532
957,1533
958,1534
959,1535
960,1536
960,1537
960,1538
960,1539
960,1540
960,1541
960,1542
960,1543
960,1544
960,1545
960,1546
960,1547
960,1548
960,1549
960,1550
960,1551
960,1552
960,1553
960,1554
960,1555
960,1556
960,1557
960,1558
960,1559
960,1560
960,1561
960,1562
960,1563
960,1564
960,1565
961,1566
962,1567
963,1568
964,1569
965,1570
966,1571
967,1572
968,1573
969,1574
970,1575
971,1576
972,1577
973,1578
974,1579
975,1580
976,1581
977,1582
978,1583
979,1584
980,1585
981,1586
982,1587
983,1588
984,1589
985,1590
986,1591
987,1592
988,1593
989,1594
990,1595
991,1596
992,1597
993,1598
994,1599
995,1600
996,1601
997,1602
998,1603
999,1604
1000,1605
1001,1606
1002,1607
1003,1608
1004,1609
1005,1610
1006,1611
1007,1612
1008,1613
1009,1614
1010,1615
1011,1616
1012,1617
1013,1618
1014,1619
1015,1620
1016,1621
1017,1622
1018,1623
1019,1624
1020,1625
1021,1626
1022,1627
1023,1628
1024,1629
1025,1630
1026,1631
1027,1632
1028,1633
1029,1634
1030,1635
1031,1636
1032,1637
1033,1638
1034,1639
1035,1640
1036,1641
1037,1642
1038,1643
1039,1644
1040,1645
1040,1646
1040,1647
1040,1648
1040,1649
1040,1650
1040,1651
1040,1652
1040,1653
1040,1654
1040,1655
1040,1656
1040,1657
1040,1658
1040,1659
1040,1660
1040,1661
1040,1662
1040,1663
1040,1664
1040,1665
1040,1666
1040,1667
1040,1668
1040,1669
1040,1670
1040,1671
1040,1672
1040,1673
1040,1674
1040,1675
1040,1676
1040,1677
1040,1678
1040,1679
1040,1680
1040,1681
1040,1682
1040,1683
1040,1684
1040,1685
1040,1686
1040,1687
1040,1688
1040,1689
1040,1690
1040,1691
1040,1692
1041,1693
1042,1694
1043,1695
1044,1696
1045,1697
1046,1698
1047,1699
1048,1700
1049,1701
1050,1702
1051,1703
1052,1704
1053,1705
1054,1706
1055,1707
1056,1708
1057,1709
1058,1710
1059,1711
1060,1712
1061,1713
1062,1714
1063,1715
1064,1716
1065,1717
1066,1718
1067,1719
1068,1720
1069,1721
1070,1722
1071,1723
1072,1724
1073,1725
1074,1726
1075,1727
1076,1728
1077,1729
1078,1730
1079,1731
1080,1732
1081,1733
1082,1734
1083,1735
1084,1736
1085,1737
1086,1738
1087,1739
1088,1740
1089,1741
1090,1742
1091,1743
1092,1744
1093,1745
1094,1746
1095,1747
1096,1748
1097,1749
1098,1750
1099,1751
1100,1752
1100,1753
1100,1754
1100,1755
1100,1756
1100,1757
1100,1758
1100,1759
1100,1760
1100,1761
1100,1762
1100,1763
1100,1764
1100,1765
1101,1766
1102,1767
1103,1768
1104,1769
1105,1770
1106,1771
1107,1772
1108,1773
1109,1774
1110,1775
1111,1776
1112,1777
1113,1778
1114,1779
1115,1780
1116,1781
1117,1782
1118,1783
1119,1784
1120,1785
1120,1786
1120,1787
1120,1788
1120,1789
1120,1790
1120,1791
1120,1792
1120,1793
1121,1794
1122,1795
1123,1796
1124,1797
1125,1798
1126,1799
1127,1800
1128,1801
1129,1802
1130,1803
1131,1804
1132,1805
1133,1806
1134,1807
1135,1808
1136,1809
1137,1810
1138,1811
1139,1812
1140,1813
1140,1814
1140,1815
1140,1816
1141,1817
1142,1818
1143,1819
1144,1820
1145,1821
1146,1822
1147,1823
1148,1824
1149,1825
1150,1826
1151,1827
1152,1828
1153,1829
1154,1830
1155,1831
1156,1832
1157,1833
1158,1834
1159,1835
1160,1836
1160,1837
1160,1838
1160,1839
1161,1840
1162,1841
1163,1842
1164,1843
1165,1844
1166,1845
1167,1846
1168,1847
1169,1848
1170,1849
1171,1850
1172,1851
1173,1852
1174,1853
1175,1854
1176,1855
1177,1856
1178,1857
1179,1858
1180,1859
1180,1860
1180,1861
1181,1862
1182,1863
1183,1864
1184,1865
1185,1866
1186,1867
1187,1868
1188,1869
1189,1870
1190,1871
1191,1872
1192,1873
1193,1874
1194,1875
1195,1876
1196,1877
1197,1878
1198,1879
1199,1880
1200,1881
1200,1882
1200,1883
1200,1884
1200,1885
1200,1886
1200,1887
1200,1888
1200,1889
1200,1890
1200,1891
1200,1892
1200,1893
1200,1894
1200,1895
1200,1896
1200,1897
1200,1898
1200,1899
1200,1900
1200,1901
1200,1902
1201,1903
1202,1904
1203,1905
1204,1906
1205,1907
1206,1908
1207,1909
1208,1910
1209,1911
1210,1912
1211,1913
1212,1914
1213,1915
1214,1916
1215,1917
1216,1918
1217,1919
1218,1920
1219,1921
1220,1922
1221,1923
1222,1924
1223,1925
1224,1926
1225,1927
1226,1928
1227,1929
1228,1930
1229,1931
1230,1932
1231,1933
1232,1934
1233,1935
1234,1936
1235,1937
1236,1938
1237,1939
1238,1940
1239,1941
1240,1942
1241,1943
1242,1944
1243,1945
1244,1946
1245,1947
1246,1948
1247,1949
1248,1950
1249,1951
1250,1952
1251,1953
1252,1954
1253,1955
1254,1956
1255,1957
1256,1958
1257,1959
1258,1960
1259,1961
1260,1962
1261,1963
1262,1964
1263,1965
1264,1966
1265,1967
1266,1968
1267,1969
1268,1970
1269,1971
1270,1972
1271,1973
1272,1974
1273,1975
1274,1976
1275,1977
1276,1978
1277,1979
1278,1980
1279,1981
1280,1982
1280,1983
1280,1984
1280,1985
1280,1986
1280,1987
1280,1988
1280,1989
1280,1990
1280,1991
1280,1992
1280,1993
1280,1994
1280,1995
1280,1996
1280,1997
1281,1998
1282,1999
1283,2000
1284,2001
1285,2002
1286,2003
1287,2004
1288,2005
1289,2006
1290,2007
1291,2008
1292,2009
1293,2010
1294,2011
1295,2012
1296,2013
1297,2014
1298,2015
1299,2016
1300,2017
1301,2018
1302,2019
1303,2020
1304,2021
1305,2022
1306,2023
1307,2024
1308,2025
1309,2026
1310,2027
1311,2028
1312,2029
1313,2030
1314,2031
1315,2032
1316,2033
1317,2034
1318,2035
1319,2036
1320,2037
1321,2038
1322,2039
1323,2040
1324,2041
1325,2042
1326,2043
1327,2044
1328,2045
1329,2046
1330,2047
1331,2048
1332,2049
1333,2050
1334,2051
1335,2052
1336,2053
1337,2054
1338,2055
1339,2056
1340,2057
1341,2058
1342,2059
1343,2060
1344,2061
1345,2062
1346,2063
1347,2064
1348,2065
1349,2066
1350,2067
1351,2068
1352,2069
1353,2070
1354,2071
1355,2072
1356,2073
1357,2074
1358,2075
1359,2076
1360,2077
1360,2078
1360,2079
1360,2080
1360,2081
1360,2082
1360,2083
1360,2084
1360,2085
1360,2086
1360,2087
1360,2088
1360,2089
1360,2090
1360,2091
1360,2092
1360,2093
1360,2094
1360,2095
1360,2096
1360,2097
1360,2098
1360,2099
1360,2100
1360,2101
1360,2102
1360,2103
1360,2104
1360,2105
1360,2106
1360,2107
1360,2108
1360,2109
1360,2110
1360,2111
1360,2112
1360,2113
1360,2114
1361,2115
1362,2116
1363,2117
1364,2118
1365,2119
1366,2120
1367,2121
1368,2122
1369,2123
1370,2124
1371,2125
1372,2126
1373,2127
1374,2128
1375,2129
1376,2130
1377,2131
1378,2132
1379,2133
1380,2134
1381,2135
1382,2136
1383,2137
1384,2138
1385,2139
1386,2140
1387,2141
1388,2142
1389,2143
1390,2144
1391,2145
1392,2146
1393,2147
1394,2148
1395,2149
1396,2150
1397,2151
1398,2152
1399,2153
1400,2154
1401,2155
1402,2156
1403,2157
1404,2158
1405,2159
1406,2160
1407,2161
1408,2162
1409,2163
1410,2164
1411,2165
1412,2166
1413,2167
1414,2168
1415,2169
1416,2170
1417,2171
1418,2172
1419,2173
1420,2174
1421,2175
1422,2176
1423,2177
1424,2178
1425,2179
1426,2180
1427,2181
1428,2182
1429,2183
1430,2184
1431,2185
1432,2186
1433,2187
1434,2188
1435,2189
1436,2190
1437,2191
1438,2192
1439,2193
1440,2194
1441,2195
1442,2196
1443,2197
1444,2198
1445,2199
1446,2200
1447,2201
1448,2201
1449,2201
1450,2201
1451,2201
1452,2201
1453,2201
1454,2201
1455,2201
1456,2201
1457,2201
1458,2201
1459,2201
1460,2201
1461,2201
1462,2201
1463,2201
1464,2201
1465,2201
1466,2201
1467,2201
1468,2201
1469,2201
1470,2201
1471,2201
1472,2201
1473,2201
1474,2201
1475,2201
1476,2201
1477,2201
1478,2201
1479,2201
1480,2202
1481,2203
1482,2204
1483,2205
1484,2206
1485,2207
1486,2208
1487,2209
1488,2210
1489,2211
1490,2212
1491,2213
1492,2214
1493,2215
1494,2216
1495,2217
1496,2218
1497,2219
1498,2220
1499,2221
1500,2222
1501,2223
1502,2224
1503,2225
1504,2226
1505,2227
1506,2228
1507,2229
1508,2230
1509,2231
1510,2232
1511,2233
1512,2234
1513,2235
1514,2236
1515,2237
1516,2238
1517,2239
1518,2240
1519,2241
1520,2242
1521,2243
1522,2244
1523,2245
1524,2246
1525,2247
1526,2248
1527,2249
1528,2250
1529,2251
1530,2252
1531,2253
1532,2254
1533,2255
1534,2256
1535,2257
1536,2258
1537,2259
1538,2260
1539,2261
1540,2262
1541,2263
1542,2264
1543,2265
1544,2266
1545,2267
1546,2268
1547,2269
1548,2270
1549,2271
1550,2272
1551,2273
1552,2274
1553,2275
1554,2276
1555,2277
1556,2278
1557,2279
1558,2280
1559,2281
1560,2282
1561,2283
1562,2284
1563,2285
1564,2285
1565,2286
1566,2287
1567,2288
1568,2289
1569,2290
1570,2291
1571,2292
1572,2293
1573,2294
1574,2295
1575,2296
1576,2297
1577,2298
1578,2299
1579,2300
1580,2301
1581,2302
1582,2303
1583,2304
1584,2305
1585,2306
1586,2307
1587,2308
1588,2309
1589,2310
1590,2311
1591,2312
1592,2313
1593,2314
1594,2315
1595,2316
1596,2317
1597,2318
1598,2319
1599,2320
1600,2321
1600,2322
1600,2323
1600,2324
1600,2325
1600,2326
1600,2327
1600,2328
1600,2329
1600,2330
1600,2331
1600,2332
1600,2333
1600,2334
1600,2335
1600,2336
1600,2337
1600,2338
1600,2339
1600,2340
1600,2341
1600,2342
1600,2343
1600,2344
1600,2345
1600,2346
1600,2347
1600,2348
1600,2349
1600,2350
1600,2351
1600,2352
1600,2353
1600,2354
1600,2355
1600,2356
1600,2357
1600,2358
1600,2359
1600,2360
1600,2361
1600,2362
1600,2363
1600,2364
1600,2365
1600,2366
1600,2367
1600,2368
1600,2369
1600,2370
1600,2371
1600,2372
1600,2373
1600,2374
1600,2375
1600,2376
1600,2377
1600,2378
1600,2379
1600,2380
1600,2381
1600,2382
1600,2383
1600,2384
1600,2385
1600,2386
1600,2387
1600,2388
1600,2389
1600,2390
1600,2391
1600,2392
1600,2393
1600,2394
1600,2395
1600,2396
1600,2397
1600,2398
1600,2399
1600,2400
1600,2401
1600,2402
1600,2403
1600,2404
1600,2405
1600,2406
1600,2407
1600,2408
1600,2409
1600,2410
1601,2411
1602,2412
1603,2413
1604,2414
1605,2415
1606,2416
1607,2417
1608,2418
1609,2419
1610,2420
1611,2421
1612,2422
1613,2423
1614,2424
1615,2425
1616,2426
1617,2427
1618,2428
1619,2429
1620,2430
1620,2431
1620,2432
1620,2433
1620,2434
1620,2435
1620,2436
1620,2437
1620,2438
1620,2439
1620,2440
1620,2441
1620,2442
1620,2443
1620,2444
1620,2445
1621,2446
1622,2447
1623,2448
1624,2449
1625,2450
1626,2451
1627,2452
1628,2453
1629,2454
1630,2455
1631,2456
1632,2457
1633,2458
1634,2459
1635,2460
1636,2461
1637,2462
1638,2463
1639,2464
1640,2465
1641,2466
1642,2467
1643,2468
1644,2469
1645,2470
1646,2471
1647,2472
1648,2473
1649,2474
1650,2475
1651,2476
1652,2477
1653,2478
1654,2479
1655,2480
1656,2481
1657,2482
1658,2483
1659,2484
1660,2485
1660,2486
1660,2487
1660,2488
1660,2489
1660,2490
1660,2491
1660,2492
1660,2493
1660,2494
1660,2495
1660,2496
1660,2497
1660,2498
1660,2499
1660,2500
1660,2501
1660,2502
1660,2503
1660,2504
1660,2505
1660,2506
1660,2507
1660,2508
1660,2509
1660,2510
1660,2511
1660,2512
1660,2513
1660,2514
1660,2515
1660,2516
1660,2517
1661,2518
1662,2519
1663,2520
1664,2521
1665,2522
1666,2523
1667,2524
1668,2525
1669,2526
1670,2527
1671,2528
1672,2529
1673,2530
1674,2531
1675,2532
1676,2533
1677,2534
1678,2535
1679,2536
1680,2537
1680,2538
1680,2539
1680,2540
1680,2541
1680,2542
1680,2543
1680,2544
1680,2545
1680,2546
1680,2547
1680,2548
1680,2549
1680,2550
1680,2551
1680,2552
1680,2553
1680,2554
1680,2555
1680,2556
1680,2557
1680,2558
1680,2559
1680,2560
1680,2561
1680,2562
1680,2563
1680,2564
1680,2565
1680,2566
1680,2567
1680,2568
1680,2569
1680,2570
1680,2571
1680,2572
1680,2573
1680,2574
1680,2575
1680,2576
1680,2577
1680,2578
1680,2579
1680,2580
1680,2581
1680,2582
1680,2583
1680,2584
1680,2585
1680,2586
1680,2587
1680,2588
1680,2589
1680,2590
1680,2591
1680,2592
1680,2593
1680,2594
1680,2595
1680,2596
1680,2597
1680,2598
1680,2599
1680,2600
1680,2601
1680,2602
1680,2603
1680,2604
1680,2605
1680,2606
1680,2607
1680,2608
1680,2609
1680,2610
1680,2611
1680,2612
1680,2613
1680,2614
1680,2615
1680,2616
1680,2617
1680,2618
1680,2619
1680,2620
1680,2621
1680,2622
1680,2623
1680,2624
1680,2625
1680,2626
1680,2627
1680,2628
1680,2629
1680,2630
1680,2631
1680,2632
1680,2633
1680,2634
1680,2635
1680,2636
1680,2637
1680,2638
1680,2639
1680,2640
1680,2641
1680,2642
1680,2643
1680,2644
1680,2645
1680,2646
1680,2647
1680,2648
1680,2649
1680,2650
1680,2651
1680,2652
1680,2653
1680,2654
1680,2655
1680,2656
1680,2657
1680,2658
1680,2659
1680,2660
1680,2661
1680,2662
1680,2663
1680,2664
1680,2665
1680,2666
1680,2667
1680,2668
1680,2669
1680,2670
1680,2671
1680,2672
1680,2673
1680,2674
1680,2675
1680,2676
1680,2677
1680,2678
1680,2679
1680,2680
1680,2681
1680,2682
1680,2683
1680,2684
1680,2685
1680,2686
1680,2687
1680,2688
1680,2689
1680,2690
1680,2691
1680,2692
1680,2693
1680,2694
1680,2695
1680,2696
1680,2697
1680,2698
1680,2699
1680,2700
1680,2701
1680,2702
1680,2703
1680,2704
1680,2705
1680,2706
1680,2707
1680,2708
1680,2709
1680,2710
1680,2711
1680,2712
1680,2713
1680,2714
1680,2715
1680,2716
1680,2717
1680,2718
1680,2719
1680,2720
1680,2721
1680,2722
1680,2723
1680,2724
1680,2725
1680,2726
1680,2727
1680,2728
1680,2729
